Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Cmp - short,Att - short,Cmp% - short,Cmp - medium,Att - medium,Cmp% - medium,Cmp - long,Att - long,Cmp% - long,Ast,xAG,xA,Key Passes,Passes Into Final 3rd,Passes Into Penalty Area,Crs Into Penalty Area,Prg
138,Gabriel Dos Santos,br BRA,DF,Arsenal,25-134,1997,32.9,1895,754,801,94.1,986,1046,94.3,134,220,60.9,0,0.2,0.6,4,153,3,0,143
139,Abdoulaye Doucouré,ml MLI,MF,Everton,30-121,1993,13.0,357,211,257,82.1,123,145,84.8,5,10,50.0,2,1.8,0.9,17,26,10,0,35
140,Cheick Doucouré,ml MLI,MF,Crystal Palace,23-114,2000,27.1,907,430,478,90.0,388,452,85.8,70,97,72.2,3,1.9,1.1,24,99,10,1,125
141,Flynn Downes,eng ENG,MF,West Ham,24-102,1999,5.5,158,106,114,93.0,40,50,80.0,6,9,66.7,0,0.0,0.1,1,11,1,0,13
142,Cody Drameh,eng ENG,DF,Leeds United,21-145,2001,0.8,30,17,21,81.0,11,12,91.7,2,5,40.0,0,0.0,0.0,0,2,0,0,2
143,Martin Dúbravka,sk SVK,GK,Newcastle Utd,34-107,1989,0.7,19,9,9,100.0,4,4,100.0,5,8,62.5,0,0.0,0.0,0,1,0,0,0
144,Shane Duffy,ie IRL,FWDF,Fulham,31-121,1992,0.1,2,2,2,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0
145,Lewis Dunk,eng ENG,DF,Brighton,31-162,1991,31.0,2466,884,935,94.5,1294,1358,95.3,251,381,65.9,0,1.0,0.8,9,152,8,1,129
146,Jhon Durán,co COL,FWMF,Aston Villa,19-140,2003,1.1,13,6,8,75.0,6,10,60.0,1,2,50.0,0,0.0,0.0,0,0,1,0,3
147,Malcolm Ebiowei,eng ENG,MFFW,Crystal Palace,19-240,2003,0.4,5,2,4,50.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,2
148,Ederson,br BRA,GK,Manchester City,29-258,1993,32.0,981,214,216,99.1,512,519,98.7,254,404,62.9,1,0.2,0.2,1,12,0,0,0
149,Odsonne Édouard,fr FRA,FW,Crystal Palace,25-106,1998,17.9,270,192,239,80.3,51,81,63.0,5,10,50.0,2,1.1,0.7,15,9,9,0,32
150,Samuel Edozie,eng ENG,FWMF,Southampton,20-094,2003,6.1,106,72,90,80.0,21,33,63.6,4,9,44.4,0,0.3,0.4,6,5,6,1,12
151,Anthony Elanga,se SWE,FW,Manchester Utd,21-005,2002,4.7,95,65,86,75.6,23,32,71.9,3,3,100.0,1,0.9,1.0,6,3,3,0,8
152,Harvey Elliott,eng ENG,MFFW,Liverpool,20-028,2003,17.3,769,430,480,89.6,274,339,80.8,39,75,52.0,2,3.3,4.2,22,64,38,6,125
153,Mohamed Elneny,eg EGY,MF,Arsenal,30-295,1992,1.3,57,23,23,100.0,27,29,93.1,6,6,100.0,0,0.0,0.0,0,3,2,0,2
154,Mohamed Elyounoussi,no NOR,MFFW,Southampton,28-271,1994,22.4,401,256,327,78.3,103,158,65.2,26,52,50.0,1,2.1,1.6,18,29,18,6,47
155,Emerson,br BRA,DF,Tottenham,24-108,1999,15.5,662,351,392,89.5,248,292,84.9,40,74,54.1,1,0.6,1.0,9,43,16,3,70
156,Christian Eriksen,dk DEN,MF,Manchester Utd,31-077,1992,19.1,994,513,575,89.2,357,425,84.0,92,175,52.6,7,3.8,2.9,31,121,23,4,138
157,Pervis Estupiñán,ec ECU,DF,Brighton,25-101,1998,23.2,1278,750,827,90.7,442,530,83.4,50,86,58.1,4,3.9,2.8,39,80,34,14,129
158,Jonny Evans,nir NIR,DF,Leicester City,35-119,1988,9.0,603,172,186,92.5,361,381,94.8,64,91,70.3,0,0.0,0.1,1,40,1,0,31
159,Eberechi Eze,eng ENG,MFFW,Crystal Palace,24-307,1998,25.3,801,463,529,87.5,247,302,81.8,61,129,47.3,3,3.9,2.7,52,76,30,2,108
160,Łukasz Fabiański,pl POL,GK,West Ham,38-014,1985,29.6,494,96,96,100.0,182,185,98.4,214,499,42.9,0,0.0,0.0,0,11,0,0,0
161,Fabinho,br BRA,MF,Liverpool,29-191,1993,25.2,1363,698,755,92.5,516,558,92.5,105,154,68.2,1,1.8,1.4,14,104,11,0,128
162,Wout Faes,be BEL,DF,Leicester City,25-029,1998,27.0,1438,527,584,90.2,791,865,91.4,108,201,53.7,2,0.6,0.6,9,66,5,0,68
163,Felipe,br BRA,DF,Nott'ham Forest,33-351,1989,12.9,366,138,166,83.1,180,217,82.9,42,96,43.8,1,0.5,0.8,5,14,2,0,18
164,João Félix,pt POR,FWMF,Chelsea,23-173,1999,8.9,231,143,164,87.2,62,85,72.9,19,35,54.3,0,0.5,0.9,7,27,14,1,41
165,Evan Ferguson,ie IRL,FW,Brighton,18-195,2004,6.7,126,88,104,84.6,33,38,86.8,4,6,66.7,2,0.4,0.4,5,2,5,0,8
166,Bruno Fernandes,pt POR,MFFW,Manchester Utd,28-236,1994,31.0,1263,649,764,84.9,411,521,78.9,158,283,55.8,7,13.4,8.6,92,121,69,8,215
167,Enzo Fernández,ar ARG,MF,Chelsea,22-105,2001,11.4,846,345,378,91.3,357,397,89.9,126,154,81.8,2,1.5,1.5,13,112,12,0,112
168,Roberto Firmino,br BRA,FWMF,Liverpool,31-212,1991,12.6,426,263,307,85.7,119,148,80.4,18,26,69.2,4,2.3,1.9,20,45,18,1,76
169,Junior Firpo,es ESP,DF,Leeds United,26-253,1996,12.9,414,212,252,84.1,180,226,79.6,17,46,37.0,1,0.8,0.7,8,35,7,3,48
170,Phil Foden,eng ENG,FW,Manchester City,22-339,2000,15.8,685,392,434,90.3,221,262,84.4,43,89,48.3,6,3.3,3.5,34,28,26,8,63
171,Datro Fofana,ci CIV,FW,Chelsea,20-131,2002,0.7,4,2,3,66.7,2,2,100.0,0,0,,0,0.1,0.1,2,0,1,0,1
172,Wesley Fofana,fr FRA,DF,Leicester City,22-136,2000,2.0,117,44,44,100.0,64,74,86.5,6,13,46.2,0,0.0,0.0,0,16,0,0,6
173,Wesley Fofana,fr FRA,DF,Chelsea,22-136,2000,9.7,570,268,285,94.0,276,302,91.4,17,37,45.9,0,0.0,0.3,1,43,2,0,36
174,Pablo Fornals,es ESP,FWMF,West Ham,27-069,1996,13.0,433,211,244,86.5,154,206,74.8,50,102,49.0,1,1.5,1.8,14,46,8,4,60
175,Adam Forshaw,eng ENG,MF,Leeds United,31-206,1991,2.3,79,45,48,93.8,16,18,88.9,12,20,60.0,0,0.5,0.3,2,11,1,0,13
176,Fraser Forster,eng ENG,GK,Tottenham,35-046,1988,9.5,188,56,56,100.0,91,91,100.0,40,95,42.1,0,0.0,0.0,0,2,0,0,0
177,Tyrese Francois,au AUS,FW,Fulham,22-290,2000,0.0,2,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,1,0,0,0
178,Ryan Fraser,sct SCO,FW,Newcastle Utd,29-067,1994,3.5,85,50,59,84.7,28,41,68.3,3,8,37.5,0,0.4,0.3,5,4,4,1,9
179,Fred,br BRA,MF,Manchester Utd,30-058,1993,11.9,531,292,339,86.1,169,202,83.7,43,70,61.4,1,2.0,1.1,22,50,9,2,63
180,Ryan Fredericks,eng ENG,DF,Bournemouth,30-204,1992,5.9,149,85,96,88.5,55,88,62.5,4,15,26.7,0,0.1,0.3,1,5,6,1,15
181,Remo Freuler,ch SUI,MF,Nott'ham Forest,31-017,1992,24.0,664,371,429,86.5,238,285,83.5,30,66,45.5,0,0.8,0.7,12,47,6,3,54
182,Cody Gakpo,nl NED,FW,Liverpool,23-360,1999,12.5,226,134,168,79.8,64,86,74.4,7,15,46.7,2,1.7,1.3,16,23,7,1,33
183,Conor Gallagher,eng ENG,MFFW,Chelsea,23-085,2000,13.4,529,292,332,88.0,188,224,83.9,26,51,51.0,1,2.2,1.5,20,54,15,5,79
184,Idrissa Gana Gueye,sn SEN,MF,Everton,33-218,1989,25.2,937,475,525,90.5,388,436,89.0,53,97,54.6,1,1.1,0.8,11,100,5,0,86
185,Alejandro Garnacho,es ESP,FWMF,Manchester Utd,18-305,2004,5.0,115,87,102,85.3,20,21,95.2,2,2,100.0,2,1.0,0.9,2,1,1,0,5
186,James Garner,eng ENG,MF,Everton,22-050,2001,5.1,157,81,93,87.1,66,79,83.5,5,29,17.2,1,0.2,0.3,4,12,3,2,21
187,David de Gea,es ESP,GK,Manchester Utd,32-176,1990,32.0,735,173,173,100.0,336,341,98.5,221,499,44.3,0,0.1,0.2,1,6,1,0,0
188,Joe Gelhardt,eng ENG,FW,Leeds United,20-363,2002,2.4,43,23,30,76.7,11,17,64.7,2,2,100.0,2,0.5,0.4,2,3,1,0,6
189,Saman Ghoddos,ir IRN,MFDF,Brentford,29-238,1993,1.5,54,29,32,90.6,19,23,82.6,6,17,35.3,0,0.4,0.3,3,3,1,0,6
190,Morgan Gibbs-White,eng ENG,FWMF,Wolves,23-095,2000,2.0,75,47,58,81.0,17,21,81.0,7,9,77.8,0,0.1,0.2,1,10,1,0,12
191,Morgan Gibbs-White,eng ENG,MFFW,Nott'ham Forest,23-095,2000,29.0,600,318,422,75.4,186,264,70.5,70,199,35.2,6,7.3,5.7,59,67,37,5,124
192,Billy Gilmour,sct SCO,MF,Brighton,21-325,2001,2.8,202,101,107,94.4,83,87,95.4,16,20,80.0,0,0.1,0.5,1,16,6,0,23
193,Degnand Gnonto,it ITA,FWMF,Leeds United,19-178,2003,13.4,333,208,245,84.9,92,123,74.8,10,19,52.6,4,2.1,2.1,20,12,16,4,32
194,Ben Godfrey,eng ENG,DF,Everton,25-107,1998,8.9,182,90,111,81.1,73,111,65.8,16,41,39.0,1,0.2,0.1,3,24,1,1,19
195,João Gomes,br BRA,MF,Wolves,22-079,2001,5.3,184,105,123,85.4,64,87,73.6,9,17,52.9,0,0.2,0.1,5,12,0,0,15
196,Toti Gomes,pt POR,DF,Wolves,24-106,1999,8.0,335,150,177,84.7,157,175,89.7,22,45,48.9,0,0.2,0.2,3,20,6,2,21
197,Joe Gomez,eng ENG,DF,Liverpool,25-344,1997,15.3,1086,311,352,88.4,640,697,91.8,118,187,63.1,0,0.2,0.7,1,116,4,0,103
198,Sergio Gómez,es ESP,DFMF,Manchester City,22-240,2000,1.9,133,71,77,92.2,49,54,90.7,7,10,70.0,1,0.4,0.2,2,13,2,0,10
199,Anthony Gordon,eng ENG,FWMF,Newcastle Utd,22-067,2001,4.3,134,90,99,90.9,35,41,85.4,5,10,50.0,0,0.8,0.8,5,11,4,0,14
200,Anthony Gordon,eng ENG,FW,Everton,22-067,2001,12.2,193,110,135,81.5,66,89,74.2,11,27,40.7,0,0.6,0.5,8,8,11,2,19
201,Demarai Gray,eng ENG,FWMF,Everton,26-308,1996,26.2,549,272,307,88.6,187,247,75.7,66,168,39.3,1,3.7,3.7,35,30,17,6,45
202,Jack Grealish,eng ENG,FW,Manchester City,27-234,1995,21.7,852,513,559,91.8,274,315,87.0,40,64,62.5,6,6.2,5.8,46,26,40,2,88
203,Sam Greenwood,eng ENG,MFFW,Leeds United,21-096,2002,3.8,99,52,60,86.7,26,49,53.1,19,48,39.6,2,1.1,1.0,13,13,1,0,13
204,Pascal Groß,de GER,MFDF,Brighton,31-321,1991,30.2,1559,812,894,90.8,576,688,83.7,119,268,44.4,6,9.0,7.3,66,122,58,10,212
205,Vicente Guaita,es ESP,GK,Crystal Palace,36-112,1987,27.0,610,159,161,98.8,258,263,98.1,182,405,44.9,0,0.0,0.0,0,3,0,0,1
206,Gonçalo Guedes,pt POR,FWMF,Wolves,26-154,1996,7.9,138,82,97,84.5,40,56,71.4,13,26,50.0,1,0.5,0.5,9,11,8,2,16
207,Marc Guéhi,eng ENG,DF,Crystal Palace,22-293,2000,33.0,1612,498,545,91.4,927,999,92.8,178,326,54.6,0,0.3,0.6,8,121,2,0,93
208,Bruno Guimarães,br BRA,MF,Newcastle Utd,25-167,1997,25.3,1143,539,608,88.7,435,502,86.7,131,183,71.6,5,3.8,3.3,36,121,39,2,178
209,İlkay Gündoğan,de GER,MF,Manchester City,32-190,1990,23.3,1088,592,658,90.0,383,426,89.9,79,105,75.2,3,3.0,3.6,34,110,33,1,144
210,Darko Gyabi,eng ENG,FW,Leeds United,19-073,2004,0.1,4,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,2
211,Erling Haaland,no NOR,FW,Manchester City,22-285,2000,26.7,311,191,242,78.9,88,118,74.6,6,8,75.0,7,4.6,2.8,25,14,21,0,53
212,Lewis Hall,eng ENG,DFMF,Chelsea,18-236,2004,3.4,147,79,92,85.9,52,68,76.5,16,26,61.5,0,0.3,0.2,4,10,3,1,9
213,Luke Harris,wls WAL,MFFW,Fulham,18-029,2005,0.1,13,9,9,100.0,4,5,80.0,0,0,,0,0.0,0.0,0,1,0,0,1
214,Jack Harrison,eng ENG,FWMF,Leeds United,26-163,1996,27.0,671,405,502,80.7,175,288,60.8,52,148,35.1,7,4.9,4.7,50,48,43,16,90
215,Kai Havertz,de GER,FWMF,Chelsea,23-325,1999,24.6,608,388,464,83.6,158,179,88.3,18,25,72.0,1,3.4,2.5,35,41,23,2,73
216,Jan Paul van Hecke,nl NED,DF,Brighton,22-328,2000,1.0,96,21,22,95.5,70,72,97.2,5,6,83.3,0,0.0,0.0,0,13,0,0,10
217,Hwang Hee-chan,kr KOR,FWMF,Wolves,27-096,1996,10.3,171,101,122,82.8,55,68,80.9,8,12,66.7,1,1.0,0.5,9,8,7,1,23
218,Dean Henderson,eng ENG,GK,Nott'ham Forest,26-051,1997,18.0,425,80,80,100.0,186,188,98.9,159,400,39.8,0,0.0,0.0,0,11,1,0,0
219,Jordan Henderson,eng ENG,MF,Liverpool,32-319,1990,19.9,1156,578,633,91.3,438,511,85.7,105,171,61.4,2,2.8,3.1,25,135,40,9,162
220,Wayne Hennessey,wls WAL,GK,Nott'ham Forest,36-098,1987,2.0,45,3,3,100.0,22,22,100.0,20,31,64.5,0,0.0,0.0,0,2,0,0,0
221,Rico Henry,eng ENG,DF,Brentford,25-298,1997,32.2,750,406,475,85.5,262,357,73.4,61,145,42.1,2,2.5,2.6,21,64,34,12,94
222,Son Heung-min,kr KOR,MFFW,Tottenham,30-298,1992,28.3,585,355,418,84.9,162,217,74.7,31,82,37.8,5,5.6,3.9,55,29,28,4,71
223,Aaron Hickey,sct SCO,DF,Brentford,20-326,2002,17.6,583,326,360,90.6,215,252,85.3,32,62,51.6,0,0.2,0.5,2,55,10,4,73
224,Joseph Hodge,ie IRL,MF,Wolves,20-230,2002,1.9,69,41,45,91.1,19,22,86.4,5,7,71.4,0,0.1,0.0,1,7,1,0,7
225,Rob Holding,eng ENG,DF,Arsenal,27-224,1995,6.2,379,140,151,92.7,189,204,92.6,46,69,66.7,0,0.0,0.1,0,23,1,0,24
226,Mason Holgate,eng ENG,DF,Everton,26-192,1996,4.9,135,50,61,82.0,64,79,81.0,19,52,36.5,0,0.3,0.2,5,11,2,1,12
227,Will Hughes,eng ENG,MF,Crystal Palace,28-015,1995,6.3,205,123,141,87.2,66,86,76.7,10,22,45.5,1,0.9,0.5,5,19,5,0,22
228,Omari Hutchinson,eng ENG,FW,Chelsea,19-184,2003,0.3,8,6,7,85.7,1,1,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0
229,Pierre Højbjerg,dk DEN,MF,Tottenham,27-270,1995,32.8,1926,849,919,92.4,783,858,91.3,232,298,77.9,5,2.8,3.1,29,200,33,5,228
230,Kelechi Iheanacho,ng NGA,FWMF,Leicester City,26-211,1996,11.2,200,135,167,80.8,43,55,78.2,10,21,47.6,4,3.5,1.7,18,18,8,0,24
231,Danny Ings,eng ENG,FW,West Ham,30-283,1992,6.1,54,35,52,67.3,8,13,61.5,3,9,33.3,0,0.2,0.2,2,7,0,0,6
232,Danny Ings,eng ENG,FW,Aston Villa,30-283,1992,9.2,114,76,97,78.4,27,34,79.4,3,12,25.0,0,1.2,0.6,9,7,4,0,12
233,Alexander Isak,se SWE,FW,Newcastle Utd,23-223,1999,12.0,175,94,126,74.6,53,66,80.3,16,18,88.9,1,2.0,1.1,14,22,10,0,30
234,Daniel Iversen,dk DEN,GK,Leicester City,25-287,1997,8.0,149,49,49,100.0,68,69,98.6,31,138,22.5,0,0.0,0.0,0,4,0,0,0
235,Alex Iwobi,ng NGA,MF,Everton,26-364,1996,33.5,1053,503,595,84.5,389,495,78.6,125,204,61.3,6,4.9,3.9,60,123,54,14,173
236,Daniel James,wls WAL,FW,Leeds United,25-173,1997,2.2,24,18,22,81.8,5,10,50.0,0,3,0.0,0,0.3,0.3,1,1,3,1,3
237,Daniel James,wls WAL,FW,Fulham,25-173,1997,6.6,114,77,94,81.9,25,42,59.5,3,12,25.0,1,0.6,0.3,6,2,6,1,15
238,Reece James,eng ENG,DFMF,Chelsea,23-145,1999,13.8,891,468,499,93.8,337,395,85.3,67,109,61.5,1,3.0,2.9,21,60,24,6,90
239,Vitaly Janelt,de GER,MFDF,Brentford,24-357,1998,20.6,677,343,393,87.3,243,300,81.0,79,123,64.2,1,1.3,1.3,14,60,17,7,73
240,Pontus Jansson,se SWE,DF,Brentford,32-078,1991,8.0,257,81,98,82.7,147,167,88.0,28,45,62.2,0,0.0,0.1,0,11,0,0,14
241,Mathias Jensen,dk DEN,MF,Brentford,27-121,1996,28.7,983,428,512,83.6,352,492,71.5,177,340,52.1,5,4.5,4.4,43,105,35,16,125
242,Gabriel Jesus,br BRA,FW,Arsenal,26-029,1997,18.1,449,239,283,84.5,162,183,88.5,25,39,64.1,5,3.0,1.9,24,28,17,1,48
243,Raúl Jiménez,mx MEX,FW,Wolves,31-362,1991,8.3,122,79,100,79.0,27,40,67.5,8,15,53.3,1,1.7,0.5,8,8,7,1,13
244,Joelinton,br BRA,MFFW,Newcastle Utd,26-261,1996,26.7,942,530,609,87.0,313,360,86.9,52,66,78.8,1,2.2,1.8,23,73,18,3,114
245,Ben Johnson,eng ENG,DF,West Ham,23-098,2000,8.3,339,149,171,87.1,154,187,82.4,30,76,39.5,0,0.2,0.4,3,24,8,4,36
246,Brennan Johnson,wls WAL,FWMF,Nott'ham Forest,21-344,2001,30.5,274,145,207,70.0,97,169,57.4,14,33,42.4,2,3.2,1.7,27,12,18,6,30
247,Sam Johnstone,eng ENG,GK,Crystal Palace,30-038,1993,5.0,125,23,23,100.0,69,69,100.0,33,79,41.8,0,0.0,0.0,0,2,0,0,0
248,Curtis Jones,eng ENG,MF,Liverpool,22-092,2001,7.4,417,232,248,93.5,158,169,93.5,15,20,75.0,1,0.9,1.1,9,33,10,1,49
249,Jorginho,it ITA,MF,Arsenal,31-133,1991,4.9,347,156,175,89.1,147,166,88.6,32,41,78.0,0,0.1,0.4,3,47,9,0,62
250,Jorginho,it ITA,MF,Chelsea,31-133,1991,14.2,749,379,421,90.0,301,348,86.5,51,74,68.9,0,0.4,0.4,7,87,9,0,80
251,Mateo Joseph,eng ENG,FWMF,Leeds United,19-195,2003,0.3,2,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
252,Diogo Jota,pt POR,FW,Liverpool,26-149,1996,10.2,238,151,188,80.3,65,85,76.5,6,14,42.9,4,2.0,1.5,14,24,6,1,25
253,Hamed Junior Traorè,ci CIV,FWMF,Bournemouth,23-075,2000,4.7,109,55,72,76.4,35,56,62.5,13,33,39.4,0,1.1,1.1,14,11,10,3,26
254,James Justin,eng ENG,DF,Leicester City,25-068,1998,13.9,667,371,408,90.9,239,282,84.8,39,81,48.1,0,0.3,0.5,7,48,12,7,47
255,Mathias Jørgensen,dk DEN,DF,Brentford,33-009,1990,10.1,328,147,164,89.6,163,200,81.5,14,39,35.9,0,0.1,0.1,1,27,0,0,29
256,Sasa Kalajdzic,at AUT,FW,Wolves,25-299,1997,0.5,2,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
257,Boubacar Kamara,fr FRA,MF,Aston Villa,23-160,1999,17.4,745,368,411,89.5,280,308,90.9,65,91,71.4,1,0.8,0.7,7,58,6,0,80
258,Harry Kane,eng ENG,FW,Tottenham,29-278,1993,33.8,563,256,326,78.5,199,253,78.7,91,148,61.5,3,6.7,3.6,54,88,45,6,162
259,N'Golo Kanté,fr FRA,MF,Chelsea,32-034,1991,4.1,203,127,140,90.7,63,78,80.8,7,17,41.2,0,1.4,0.7,10,17,8,2,24
260,Michael Keane,eng ENG,DF,Everton,30-111,1993,10.3,276,97,125,77.6,139,168,82.7,37,87,42.5,1,0.3,0.2,2,30,0,0,27
261,Neeskens Kebano,cd COD,FW,Fulham,31-053,1992,8.0,145,87,98,88.8,41,54,75.9,4,10,40.0,3,1.4,0.8,11,2,9,3,22
262,Thilo Kehrer,de GER,DF,West Ham,26-223,1996,21.3,808,347,398,87.2,395,443,89.2,56,101,55.4,2,0.6,0.7,7,54,3,0,53
263,Naby Keïta,gn GUI,MF,Liverpool,28-081,1995,3.3,129,75,87,86.2,43,54,79.6,6,8,75.0,0,0.7,0.2,8,15,2,0,15
264,Lloyd Kelly,eng ENG,DF,Bournemouth,24-208,1998,18.7,745,266,295,90.2,380,423,89.8,85,181,47.0,2,0.2,0.7,5,65,7,2,37
265,Max Kilman,eng ENG,DF,Wolves,25-344,1997,34.0,1633,539,585,92.1,903,976,92.5,171,351,48.7,0,0.1,0.6,2,126,7,2,118
266,Jakub Kiwior,pl POL,DF,Arsenal,23-076,2000,0.2,6,3,3,100.0,3,4,75.0,0,0,,0,0.0,0.0,0,0,0,0,0
267,Mateusz Klich,pl POL,MFFW,Leeds United,32-323,1990,3.1,108,61,69,88.4,28,34,82.4,5,17,29.4,0,0.2,0.2,5,6,5,0,16
268,Robin Koch,de GER,DF,Leeds United,26-289,1996,32.3,1161,372,441,84.4,646,745,86.7,129,267,48.3,0,0.1,0.3,2,109,5,0,97
269,Ibrahima Konaté,fr FRA,DF,Liverpool,23-342,1999,13.2,810,325,359,90.5,426,462,92.2,47,85,55.3,0,0.1,0.6,1,42,2,0,49
270,Ezri Konsa,eng ENG,DF,Aston Villa,25-191,1997,32.9,1520,548,596,91.9,851,906,93.9,108,182,59.3,0,1.3,0.7,8,58,4,2,48
271,Kalidou Koulibaly,sn SEN,DF,Chelsea,31-316,1991,19.9,1270,561,595,94.3,593,650,91.2,96,175,54.9,1,0.4,0.4,7,83,9,1,81
272,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,33-132,1989,9.1,169,83,111,74.8,55,66,83.3,17,23,73.9,0,0.7,0.3,6,11,2,0,18
273,Mateo Kovačić,hr CRO,MF,Chelsea,28-361,1994,17.2,1048,513,569,90.2,439,484,90.7,69,111,62.2,1,1.9,1.8,21,148,21,1,146
274,Emil Krafth,se SWE,DF,Newcastle Utd,28-273,1994,0.0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
275,Dejan Kulusevski,se SWE,MFFW,Tottenham,23-007,2000,21.0,532,321,374,85.8,165,205,80.5,24,47,51.1,6,4.1,4.5,41,14,32,11,59
276,Layvin Kurzawa,fr FRA,DF,Fulham,30-240,1992,1.5,28,12,13,92.3,14,19,73.7,0,3,0.0,0,0.0,0.0,0,1,1,1,2
